Well,Plate,Library,Replica,LibRep,LibRepPlateWell,Row,Column,Compound,Supplier.order.no.,EMBL.CBCF.Id,Supplier,Strain,ID,Environment,Product..common.name.,Family,Target,Specific.Target,Chem.ID,AUC
E6,2,PS1,1,PS1-Rep1,PS1-1-2-E6,E,6,DELTAMETHRIN,45423-250MG,555673,SIGMA-ALDRICH,R2A_RUF3_11,Neobacillus 2,Polluted,,Pyrethroid,Insecticide,Malaria vectors,41,51.84632762
E7,2,PS1,1,PS1-Rep1,PS1-1-2-E7,E,7,FOLPET,32057-250MG,555103,SIGMA-ALDRICH,R2A_RUF3_11,Neobacillus 2,Polluted,,Phthalimide,Fungicide,,77,51.43610511
E8,2,PS1,1,PS1-Rep1,PS1-1-2-E8,E,8,DMSO,,153353,Roth,R2A_RUF3_11,Neobacillus 2,Polluted,NA,NA,NA,NA,NA,50.45762887
E9,2,PS1,1,PS1-Rep1,PS1-1-2-E9,E,9,PERMETHRIN (MIXTURE OF CIS AND TRANS ISOMERE),45614-250MG,473253,SIGMA-ALDRICH,R2A_RUF3_11,Neobacillus 2,Polluted,,Pyrethroid,Insecticide,,167,49.82936563
F1,2,PS1,1,PS1-Rep1,PS1-1-2-F1,F,1,ETONFENPROX,34094-100MG,555306,SIGMA-ALDRICH,R2A_RUF3_11,Neobacillus 2,Polluted,,Pyrethroid,Insecticide,,54,44.42797894
F10,2,PS1,1,PS1-Rep1,PS1-1-2-F10,F,10,LINDAN,45548-250MG,473227,SIGMA-ALDRICH,R2A_RUF3_11,Neobacillus 2,Polluted,,Organochlorine,Insecticide,,152,52.25770501
F11,2,PS1,1,PS1-Rep1,PS1-1-2-F11,F,11,CLOTHIANIDIN,33589-100MG,555256,SIGMA-ALDRICH,R2A_RUF3_11,Neobacillus 2,Polluted,,Neonicotinoid,Insecticide,,35,50.51481468
F12,2,PS1,1,PS1-Rep1,PS1-1-2-F12,F,12,BIXAFEN,32581-100MG,555172,SIGMA-ALDRICH,R2A_RUF3_11,Neobacillus 2,Polluted,,Pyrazoles,Fungicide,,16,42.61377579
F2,2,PS1,1,PS1-Rep1,PS1-1-2-F2,F,2,BUPROFEZIN,37886-100MG,555584,SIGMA-ALDRICH,R2A_RUF3_11,Neobacillus 2,Polluted,,,Insecticide,"mealybugs, leafhoppers and whitefly",20,51.01922248
F3,2,PS1,1,PS1-Rep1,PS1-1-2-F3,F,3,METALAXYL,32012-100MG,555092,SIGMA-ALDRICH,R2A_RUF3_11,Neobacillus 2,Polluted,,Acylalanine,Fungicide,,100,51.59769219
F4,2,PS1,1,PS1-Rep1,PS1-1-2-F4,F,4,DMSO,,153353,Roth,R2A_RUF3_11,Neobacillus 2,Polluted,NA,NA,NA,NA,NA,52.91053458
F5,2,PS1,1,PS1-Rep1,PS1-1-2-F5,F,5,FLUOPICOLIDE,41132-100MG,555605,SIGMA-ALDRICH,R2A_RUF3_11,Neobacillus 2,Polluted,,Acylpicolide,Fungicide,,71,52.44505556
F6,2,PS1,1,PS1-Rep1,PS1-1-2-F6,F,6,SPINOSAD (MIXTURE OF SPINOSYN A UND D),33706-50MG,555050,SIGMA-ALDRICH,R2A_RUF3_11,Neobacillus 2,Polluted,,,Insecticide,,138,47.87130361
F7,2,PS1,1,PS1-Rep1,PS1-1-2-F7,F,7,THIENCARBAZONE-METHYL,32721-100MG,555185,SIGMA-ALDRICH,R2A_RUF3_11,Neobacillus 2,Polluted,,,Herbicide,Broadleaf and grassy weeds,153,52.39142758
F8,2,PS1,1,PS1-Rep1,PS1-1-2-F8,F,8,ISOPROTHIOLANE,76547-50MG,555939,SIGMA-ALDRICH,R2A_RUF3_11,Neobacillus 2,Polluted,,,Multi-target,"Insecticide, Fungicide",90,46.13261945
F9,2,PS1,1,PS1-Rep1,PS1-1-2-F9,F,9,FLUMIOXAZIN,32525-100MG,555165,SIGMA-ALDRICH,R2A_RUF3_11,Neobacillus 2,Polluted,,,Herbicide,,70,51.51946219
G1,2,PS1,1,PS1-Rep1,PS1-1-2-G1,G,1,DICHLORVOS; DDVP,45441-250MG,473224,SIGMA-ALDRICH,R2A_RUF3_11,Neobacillus 2,Polluted,,Organophosphate,Insecticide,,163,45.48499173
G10,2,PS1,1,PS1-Rep1,PS1-1-2-G10,G,10,FLONICAMID,32509-25MG,555159,SIGMA-ALDRICH,R2A_RUF3_11,Neobacillus 2,Polluted,,Pyridine,Insecticide,"aphids, whiteflies, and thrips",64,50.71530612
G11,2,PS1,1,PS1-Rep1,PS1-1-2-G11,G,11,CLOSANTEL,34093-100MG,472872,SIGMA-ALDRICH,R2A_RUF3_11,Neobacillus 2,Polluted,,Halogenated salicylanilide ,Parasiticide,"Flukes, nematodes, arthropods",34,34.00486296
G12,2,PS1,1,PS1-Rep1,PS1-1-2-G12,G,12,DMSO,,153353,Roth,R2A_RUF3_11,Neobacillus 2,Polluted,NA,NA,NA,NA,NA,41.97098487
G2,2,PS1,1,PS1-Rep1,PS1-1-2-G2,G,2,LINURON,36141-100MG,555426,SIGMA-ALDRICH,R2A_RUF3_11,Neobacillus 2,Polluted,,Ureas,Herbicide,,94,51.27813984
G3,2,PS1,1,PS1-Rep1,PS1-1-2-G3,G,3,AMETOCTRADIN,32461-50MG,555142,SIGMA-ALDRICH,R2A_RUF3_11,Neobacillus 2,Polluted,,Triazolopyrimidine,Fungicide,"Blight, downey mildew",9,50.68993106
G4,2,PS1,1,PS1-Rep1,PS1-1-2-G4,G,4,CYPROCONAZOL (MIXTURE OF DIASTEREOISOMER),46068-100MG,555874,SIGMA-ALDRICH,R2A_RUF3_11,Neobacillus 2,Polluted,,Azole,Fungicide,,39,52.59519051
G5,2,PS1,1,PS1-Rep1,PS1-1-2-G5,G,5,MANDIPROPAMID,32805-100MG,555190,SIGMA-ALDRICH,R2A_RUF3_11,Neobacillus 2,Polluted,,Mandelamide ,Fungicide,,97,52.59272279
G6,2,PS1,1,PS1-Rep1,PS1-1-2-G6,G,6,DINOTEFURAN,32499-50MG,555151,SIGMA-ALDRICH,R2A_RUF3_11,Neobacillus 2,Polluted,,Neonicotinoid,Insecticide,,50,53.19211544
G7,2,PS1,1,PS1-Rep1,PS1-1-2-G7,G,7,CHLORFENAPYR,37913-100MG-R,555599,SIGMA-ALDRICH,R2A_RUF3_11,Neobacillus 2,Polluted,,Halogenated pyrroles,Pro-insecticide,,27,50.92050745
G8,2,PS1,1,PS1-Rep1,PS1-1-2-G8,G,8,MONOSULTAP,32811-100MG,555192,SIGMA-ALDRICH,R2A_RUF3_11,Neobacillus 2,Polluted,,,Insecticide,,109,47.05349262
G9,2,PS1,1,PS1-Rep1,PS1-1-2-G9,G,9,WARFARIN; COUMAFENE,45706-250MG-R,472403,SIGMA-ALDRICH,R2A_RUF3_11,Neobacillus 2,Polluted,,,Rodenticide,,168,51.86518956
H1,2,PS1,1,PS1-Rep1,PS1-1-2-H1,H,1,FENBUCONAZOL,31654-100MG,555073,SIGMA-ALDRICH,R2A_RUF3_11,Neobacillus 2,Polluted,,Triazole,Fungicide,,56,38.97036201
H10,2,PS1,1,PS1-Rep1,PS1-1-2-H10,H,10,TEBUCONAZOLE,32013-250MG,555093,SIGMA-ALDRICH,R2A_RUF3_11,Neobacillus 2,Polluted,,Triazole,Fungicide,,143,41.94194861
H11,2,PS1,1,PS1-Rep1,PS1-1-2-H11,H,11,PINOXADEN,32821-25MG,555194,SIGMA-ALDRICH,R2A_RUF3_11,Neobacillus 2,Polluted,,Phenylpyrazolin,Herbicide,Grasses,119,41.7972919
H12,2,PS1,1,PS1-Rep1,PS1-1-2-H12,H,12,empty,,NA,,R2A_RUF3_11,Neobacillus 2,Polluted,NA,NA,NA,NA,NA,37.46676945
H2,2,PS1,1,PS1-Rep1,PS1-1-2-H2,H,2,DMSO,,153353,Roth,R2A_RUF3_11,Neobacillus 2,Polluted,NA,NA,NA,NA,NA,43.95830813
H3,2,PS1,1,PS1-Rep1,PS1-1-2-H3,H,3,FENPROPATHRIN,31223-250MG,555028,SIGMA-ALDRICH,R2A_RUF3_11,Neobacillus 2,Polluted,"Danitol, Meothrin, Tame",Pyrethroid,Insecticide,,60,42.04215885
H4,2,PS1,1,PS1-Rep1,PS1-1-2-H4,H,4,METRIBUZIN,36165-100MG,555443,SIGMA-ALDRICH,R2A_RUF3_11,Neobacillus 2,Polluted,,,Herbicide,,107,44.77855388
H5,2,PS1,1,PS1-Rep1,PS1-1-2-H5,H,5,MESOTRION,33855-100MG-R,555273,SIGMA-ALDRICH,R2A_RUF3_11,Neobacillus 2,Polluted,"Callisto, Tenacity",,Herbicide,,99,45.44961654
H6,2,PS1,1,PS1-Rep1,PS1-1-2-H6,H,6,IMAZALIL,32007-100MG,420997,SIGMA-ALDRICH,R2A_RUF3_11,Neobacillus 2,Polluted,"Freshgard, Fungaflor, and Nuzone",,Fungicide,,83,41.84522258
H7,2,PS1,1,PS1-Rep1,PS1-1-2-H7,H,7,DIMETHOMORPH (MIXTURE OF E AND Z ISOMERS),46027-100MG,555863,SIGMA-ALDRICH,R2A_RUF3_11,Neobacillus 2,Polluted,,,Fungicide,Mildew and Root Rot,165,42.55515119
H8,2,PS1,1,PS1-Rep1,PS1-1-2-H8,H,8,FLUPYRADIFURONE,37050-100MG,555570,SIGMA-ALDRICH,R2A_RUF3_11,Neobacillus 2,Polluted,,Butenolide,Insecticide,,73,40.84261498
H9,2,PS1,1,PS1-Rep1,PS1-1-2-H9,H,9,OXYFLUORFEN,35031-100MG,555377,SIGMA-ALDRICH,R2A_RUF3_11,Neobacillus 2,Polluted,"Goal, Galigan",,Herbicide,Broadleaf and grassy weeds,113,43.63878864
A1,2,PS2,1,PS2-Rep1,PS2-1-2-A1,A,1,IPRODION,36132-100MG,555420,SIGMA-ALDRICH,R2A_RUF3_11,Neobacillus 2,Polluted,,Hydantoin,Multi-target,"Fungicide, nematicide",88,37.39189827
A10,2,PS2,1,PS2-Rep1,PS2-1-2-A10,A,10,DIMETHOATE,45449-100MG,555694,SIGMA-ALDRICH,R2A_RUF3_11,Neobacillus 2,Polluted,preparation B-58,Organophosphate,"Insecticide, Acaricide",,49,42.54073114
A11,2,PS2,1,PS2-Rep1,PS2-1-2-A11,A,11,IMAZAMOX,34227-100MG,555327,SIGMA-ALDRICH,R2A_RUF3_11,Neobacillus 2,Polluted,,,Herbicide,,84,40.84393322
A12,2,PS2,1,PS2-Rep1,PS2-1-2-A12,A,12,DMSO,,153353,Roth,R2A_RUF3_11,Neobacillus 2,Polluted,NA,NA,NA,NA,NA,38.10521216
A2,2,PS2,1,PS2-Rep1,PS2-1-2-A2,A,2,DMSO,,153353,Roth,R2A_RUF3_11,Neobacillus 2,Polluted,NA,NA,NA,NA,NA,44.56478812
A3,2,PS2,1,PS2-Rep1,PS2-1-2-A3,A,3,MANCOZEB,45553-100MG,555993,SIGMA-ALDRICH,R2A_RUF3_11,Neobacillus 2,Polluted,,Dithiocarbamate,Fungicide,,96,43.6802322
A4,2,PS2,1,PS2-Rep1,PS2-1-2-A4,A,4,FIPRONIL,46451-100MG,473525,SIGMA-ALDRICH,R2A_RUF3_11,Neobacillus 2,Polluted,,Phenylpyrazole,Insecticide,,63,44.88093488
A5,2,PS2,1,PS2-Rep1,PS2-1-2-A5,A,5,METHOMYL,36159-100MG,555438,SIGMA-ALDRICH,R2A_RUF3_11,Neobacillus 2,Polluted,,Carbamate,Insecticide,,104,43.7408665
A6,2,PS2,1,PS2-Rep1,PS2-1-2-A6,A,6,ATRAZINE,45330-250MG-R,555626,SIGMA-ALDRICH,R2A_RUF3_11,Neobacillus 2,Polluted,,Triazine,Herbicide,Broadleaf and grassy weeds,11,40.90334286
A7,2,PS2,1,PS2-Rep1,PS2-1-2-A7,A,7,PROPANIL,45639-250MG,555777,SIGMA-ALDRICH,R2A_RUF3_11,Neobacillus 2,Polluted,,,Herbicide,,127,39.1668047
A8,2,PS2,1,PS2-Rep1,PS2-1-2-A8,A,8,CHLORMEQUAT CHLORIDE,45387-250MG,555987,SIGMA-ALDRICH,R2A_RUF3_11,Neobacillus 2,Polluted,,,Plant Growth Regulator,Adjuvant for herbicides by retarding their oxidative disposal by plants,156,41.36787268
A9,2,PS2,1,PS2-Rep1,PS2-1-2-A9,A,9,CYANTRANILIPROLE,32372-25MG,555122,SIGMA-ALDRICH,R2A_RUF3_11,Neobacillus 2,Polluted,,Ryanoid,Insecticide,,36,42.70291239
B1,2,PS2,1,PS2-Rep1,PS2-1-2-B1,B,1,SULFUR,36576-250MG,555503,SIGMA-ALDRICH,R2A_RUF3_11,Neobacillus 2,Polluted,,,Multi-target,"Insecticide, fungicide and rodenticide ",142,40.13854855
B10,2,PS2,1,PS2-Rep1,PS2-1-2-B10,B,10,DMSO,,153353,Roth,R2A_RUF3_11,Neobacillus 2,Polluted,NA,NA,NA,NA,NA,48.64892812
B11,2,PS2,1,PS2-Rep1,PS2-1-2-B11,B,11,EPOXICONAZOLE,36848-100MG,555553,SIGMA-ALDRICH,R2A_RUF3_11,Neobacillus 2,Polluted,,Azole,Fungicide,,53,43.12562035
B12,2,PS2,1,PS2-Rep1,PS2-1-2-B12,B,12,PROPAMOCARB,45638-250MG,555776,SIGMA-ALDRICH,R2A_RUF3_11,Neobacillus 2,Polluted,,,Fungicide,Oomycetes,126,42.55813136
B2,2,PS2,1,PS2-Rep1,PS2-1-2-B2,B,2,IMIDACLOPRID,37894-100MG,447562,SIGMA-ALDRICH,R2A_RUF3_11,Neobacillus 2,Polluted,,Neonicotinoid,Insecticide,,86,46.70648643
B3,2,PS2,1,PS2-Rep1,PS2-1-2-B3,B,3,CHLORPROPHAM,45393-250MG,446804,SIGMA-ALDRICH,R2A_RUF3_11,Neobacillus 2,Polluted,CIPC,,Herbicide,,29,47.01464045
B4,2,PS2,1,PS2-Rep1,PS2-1-2-B4,B,4,CYPERMETHRIN (MIXTURE OF ISOMERS),36128-100MG,473433,SIGMA-ALDRICH,R2A_RUF3_11,Neobacillus 2,Polluted,,Pyrethroid,Insecticide,,166,49.09655393
B5,2,PS2,1,PS2-Rep1,PS2-1-2-B5,B,5,DINOCAP (MIXTURE OF ISOMERS),45452-100MG,555697,SIGMA-ALDRICH,R2A_RUF3_11,Neobacillus 2,Polluted,,,Fungicide,"Fungicide, Acaricide",98,41.96148706
B6,2,PS2,1,PS2-Rep1,PS2-1-2-B6,B,6,ABAMECTIN,31732-100MG,555088,SIGMA-ALDRICH,R2A_RUF3_11,Neobacillus 2,Polluted,,Avermectin,Insecticide,"Insects, mites, nematodes",4,36.41494941
B7,2,PS2,1,PS2-Rep1,PS2-1-2-B7,B,7,METALAXYL-M,32808-100MG,555978,SIGMA-ALDRICH,R2A_RUF3_11,Neobacillus 2,Polluted,,Acylalanine,Fungicide,,101,47.73977964
B8,2,PS2,1,PS2-Rep1,PS2-1-2-B8,B,8,AZOXYSTROBIN,31697-100MG,555082,SIGMA-ALDRICH,R2A_RUF3_11,Neobacillus 2,Polluted,Amistar,,Fungicide,,12,46.54340621
B9,2,PS2,1,PS2-Rep1,PS2-1-2-B9,B,9,SAFLUFENACIL,32435-100MG,555139,SIGMA-ALDRICH,R2A_RUF3_11,Neobacillus 2,Polluted,,Pyrimidinedione,Herbicide,,137,49.03235204
C1,2,PS2,1,PS2-Rep1,PS2-1-2-C1,C,1,BOSCALID,33875-100MG-R,555280,SIGMA-ALDRICH,R2A_RUF3_11,Neobacillus 2,Polluted,,Carboximide ,Fungicide,,17,42.09153805
C10,2,PS2,1,PS2-Rep1,PS2-1-2-C10,C,10,LAMBDA-CYHALOTHRIN,31058-100MG,555016,SIGMA-ALDRICH,R2A_RUF3_11,Neobacillus 2,Polluted,,Pyrethroid,Insecticide,,93,48.34268047
C11,2,PS2,1,PS2-Rep1,PS2-1-2-C11,C,11,GLYPHOSATE,45521-250MG,555744,SIGMA-ALDRICH,R2A_RUF3_11,Neobacillus 2,Polluted,,Organophosphate,Herbicide,,79,46.91172519
C12,2,PS2,1,PS2-Rep1,PS2-1-2-C12,C,12,PROTHIOCONAZOLE,34232-100MG,555332,SIGMA-ALDRICH,R2A_RUF3_11,Neobacillus 2,Polluted,,Triazole,Fungicide,,130,41.7068867
C2,2,PS2,1,PS2-Rep1,PS2-1-2-C2,C,2,empty,,NA,,R2A_RUF3_11,Neobacillus 2,Polluted,NA,NA,NA,NA,NA,40.61099284
C3,2,PS2,1,PS2-Rep1,PS2-1-2-C3,C,3,DITHIANON,45462-250MG,555704,SIGMA-ALDRICH,R2A_RUF3_11,Neobacillus 2,Polluted,,Naphthodithiin,Fungicide,,51,41.53781666
C4,2,PS2,1,PS2-Rep1,PS2-1-2-C4,C,4,METSULFURON-METHYL,46432-100MG,555908,SIGMA-ALDRICH,R2A_RUF3_11,Neobacillus 2,Polluted,,Sulfonylurea,Herbicide,Broadleaf weeds,158,47.2839511
C5,2,PS2,1,PS2-Rep1,PS2-1-2-C5,C,5,DMSO,,153353,Roth,R2A_RUF3_11,Neobacillus 2,Polluted,NA,NA,NA,NA,NA,47.56077697
C6,2,PS2,1,PS2-Rep1,PS2-1-2-C6,C,6,PENCONAZOL,36189-100MG,555463,SIGMA-ALDRICH,R2A_RUF3_11,Neobacillus 2,Polluted,,Triazole,Fungicide,,114,47.2979337
C7,2,PS2,1,PS2-Rep1,PS2-1-2-C7,C,7,SPIROMESIFEN,33599-100MG,555257,SIGMA-ALDRICH,R2A_RUF3_11,Neobacillus 2,Polluted,,,Insecticide,,140,43.44759408
C8,2,PS2,1,PS2-Rep1,PS2-1-2-C8,C,8,FENPYROXIMATE,31684-100MG,555081,SIGMA-ALDRICH,R2A_RUF3_11,Neobacillus 2,Polluted,,Pyrazoles,"Insecticide, Acaricide",,61,43.49162076
C9,2,PS2,1,PS2-Rep1,PS2-1-2-C9,C,9,PENTHIOPYRAD,32064-25MG,555109,SIGMA-ALDRICH,R2A_RUF3_11,Neobacillus 2,Polluted,,,Fungicide,,116,36.90212121
D1,2,PS2,1,PS2-Rep1,PS2-1-2-D1,D,1,DMSO,,153353,Roth,R2A_RUF3_11,Neobacillus 2,Polluted,NA,NA,NA,NA,NA,44.28979575
D10,2,PS2,1,PS2-Rep1,PS2-1-2-D10,D,10,HALOXYFOP,45817-100MG,555917,SIGMA-ALDRICH,R2A_RUF3_11,Neobacillus 2,Polluted,,Pyridine,Herbicide,,80,49.80699678
D11,2,PS2,1,PS2-Rep1,PS2-1-2-D11,D,11,FENHEXAMID,31713-100MG,555084,SIGMA-ALDRICH,R2A_RUF3_11,Neobacillus 2,Polluted,,Hydroxyanilide,Fungicide,,57,44.19540121
D12,2,PS2,1,PS2-Rep1,PS2-1-2-D12,D,12,BENTAZON,32052-250MG,555098,SIGMA-ALDRICH,R2A_RUF3_11,Neobacillus 2,Polluted,,Thiadiazine,Herbicide,,14,42.50235047
D2,2,PS2,1,PS2-Rep1,PS2-1-2-D2,D,2,NICOSULFURON,34210-100MG-R,555322,SIGMA-ALDRICH,R2A_RUF3_11,Neobacillus 2,Polluted,,Sulfonylurea,Herbicide,,111,48.28734814
D3,2,PS2,1,PS2-Rep1,PS2-1-2-D3,D,3,FLUTRIAFOL,34344-100MG,555350,SIGMA-ALDRICH,R2A_RUF3_11,Neobacillus 2,Polluted,,,Fungicide,,75,48.45428759
D4,2,PS2,1,PS2-Rep1,PS2-1-2-D4,D,4,EMAMECTIN BENZOATE,31733-250MG,555344,SIGMA-ALDRICH,R2A_RUF3_11,Neobacillus 2,Polluted,,,Insecticide,,160,38.8163478
D5,2,PS2,1,PS2-Rep1,PS2-1-2-D5,D,5,THIACLOPRID,37905-100MG-R,555596,SIGMA-ALDRICH,R2A_RUF3_11,Neobacillus 2,Polluted,,Neonicotinoid,Insecticide,,145,47.17142127
D6,2,PS2,1,PS2-Rep1,PS2-1-2-D6,D,6,QUINOXYFEN,46439-100MG,555911,SIGMA-ALDRICH,R2A_RUF3_11,Neobacillus 2,Polluted,,Quinoline,Fungicide,,136,45.06586004
D7,2,PS2,1,PS2-Rep1,PS2-1-2-D7,D,7,DMSO,,153353,Roth,R2A_RUF3_11,Neobacillus 2,Polluted,NA,NA,NA,NA,NA,48.96780681
D8,2,PS2,1,PS2-Rep1,PS2-1-2-D8,D,8,CARBARYL,32055-250MG,473478,SIGMA-ALDRICH,R2A_RUF3_11,Neobacillus 2,Polluted,,Carbamate,Insecticide,,22,48.27151584
D9,2,PS2,1,PS2-Rep1,PS2-1-2-D9,D,9,THIAMETHOXAM,37924-100MG-R,555602,SIGMA-ALDRICH,R2A_RUF3_11,Neobacillus 2,Polluted,,Neonicotinoid,Insecticide,,146,50.09092443
E1,2,PS2,1,PS2-Rep1,PS2-1-2-E1,E,1,THIOPHANATE-METHYL,45688-250MG,473576,SIGMA-ALDRICH,R2A_RUF3_11,Neobacillus 2,Polluted,,,Fungicide,,147,43.32562796
E10,2,PS2,1,PS2-Rep1,PS2-1-2-E10,E,10,METHOXYFENOZIDE,32507-50MG,555157,SIGMA-ALDRICH,R2A_RUF3_11,Neobacillus 2,Polluted,,,Insecticide,,105,46.79049471
E11,2,PS2,1,PS2-Rep1,PS2-1-2-E11,E,11,FORMETANATE HYDROCHLORIDE,45514-250MG,555991,SIGMA-ALDRICH,R2A_RUF3_11,Neobacillus 2,Polluted,,,"Insecticide, Acaricide",,164,45.6888509
E12,2,PS2,1,PS2-Rep1,PS2-1-2-E12,E,12,PROMETRYN,45636-50MG,555774,SIGMA-ALDRICH,R2A_RUF3_11,Neobacillus 2,Polluted,,Triazine,Herbicide,,125,42.21494495
E2,2,PS2,1,PS2-Rep1,PS2-1-2-E2,E,2,HEXYTHIAZOX,33365-100MG,555220,SIGMA-ALDRICH,R2A_RUF3_11,Neobacillus 2,Polluted,,,"Insecticide, Acaricide","Mites, mite eggs",82,48.4102264
E3,2,PS2,1,PS2-Rep1,PS2-1-2-E3,E,3,FOMESAFEN,46325-100MG-R,555898,SIGMA-ALDRICH,R2A_RUF3_11,Neobacillus 2,Polluted,,Nitrophenyl ether,Herbicide,,78,48.58245404
E4,2,PS2,1,PS2-Rep1,PS2-1-2-E4,E,4,FLUXAPYROXAD,37047-100MG,555568,SIGMA-ALDRICH,R2A_RUF3_11,Neobacillus 2,Polluted,,Pyrazole-carboxamide,Fungicide,,76,49.2959788
E5,2,PS2,1,PS2-Rep1,PS2-1-2-E5,E,5,FENOBUCARB,45488-250MG,555725,SIGMA-ALDRICH,R2A_RUF3_11,Neobacillus 2,Polluted,BPMC,Carbamate,Insecticide,Hemiptera,58,49.25086599
E6,2,PS2,1,PS2-Rep1,PS2-1-2-E6,E,6,FLUAZINAM,34095-100MG,555307,SIGMA-ALDRICH,R2A_RUF3_11,Neobacillus 2,Polluted,,Diarylamine,Fungicide,,66,4.491679922
E7,2,PS2,1,PS2-Rep1,PS2-1-2-E7,E,7,CHLORPYRIPHOS-METHYL,45396-250MG,555657,SIGMA-ALDRICH,R2A_RUF3_11,Neobacillus 2,Polluted,,Organophosphate,Insecticide,"Insects, worms",31,45.0247566
E8,2,PS2,1,PS2-Rep1,PS2-1-2-E8,E,8,DMSO,,153353,Roth,R2A_RUF3_11,Neobacillus 2,Polluted,NA,NA,NA,NA,NA,49.62426791
E9,2,PS2,1,PS2-Rep1,PS2-1-2-E9,E,9,DIFLUBENZURON,45446-250MG,474291,SIGMA-ALDRICH,R2A_RUF3_11,Neobacillus 2,Polluted,,Benzoylurea,Insecticide,,46,48.7344644
F1,2,PS2,1,PS2-Rep1,PS2-1-2-F1,F,1,2-HYDROXYBIPHENYL,45529-250MG,555747,SIGMA-ALDRICH,R2A_RUF3_11,Neobacillus 2,Polluted,"2-Phenylphenol, Dowicide, Torsite, Fungal, Preventol, Nipacide",,Fungicide,,2,39.58516298
F10,2,PS2,1,PS2-Rep1,PS2-1-2-F10,F,10,FLUDIOXONIL,46102-100MG-R,555877,SIGMA-ALDRICH,R2A_RUF3_11,Neobacillus 2,Polluted,,,Fungicide,,68,45.00962744
F11,2,PS2,1,PS2-Rep1,PS2-1-2-F11,F,11,DIAZINON,45428-250MG,473296,SIGMA-ALDRICH,R2A_RUF3_11,Neobacillus 2,Polluted,,Organophosphate,Insecticide,"Cockroaches, silverfish, ants, and fleas",42,44.26871585
F12,2,PS2,1,PS2-Rep1,PS2-1-2-F12,F,12,METAMITRON,36154-100MG,555434,SIGMA-ALDRICH,R2A_RUF3_11,Neobacillus 2,Polluted,,Triazinone,Herbicide,,102,40.66146999
F2,2,PS2,1,PS2-Rep1,PS2-1-2-F2,F,2,DICHLOROPHEN,35992-250MG,473309,SIGMA-ALDRICH,R2A_RUF3_11,Neobacillus 2,Polluted,,,Multi-target,"Fungicide, herbicide, bactericide, algicide, anticestodal",44,38.92118547
F3,2,PS2,1,PS2-Rep1,PS2-1-2-F3,F,3,CHLOROTHALONIL,36791-250MG,474361,SIGMA-ALDRICH,R2A_RUF3_11,Neobacillus 2,Polluted,"Bravo, Echo, and Daconil",,Fungicide,,28,40.3966049
F4,2,PS2,1,PS2-Rep1,PS2-1-2-F4,F,4,DMSO,,153353,Roth,R2A_RUF3_11,Neobacillus 2,Polluted,NA,NA,NA,NA,NA,50.92395819
F5,2,PS2,1,PS2-Rep1,PS2-1-2-F5,F,5,AMITRAZ; NSC 324552,45323-250MG,472932,SIGMA-ALDRICH,R2A_RUF3_11,Neobacillus 2,Polluted,,,"Insecticide, Acaricide",mites,10,47.48799063
F6,2,PS2,1,PS2-Rep1,PS2-1-2-F6,F,6,PROSULFOCARB,31141-250MG,555023,SIGMA-ALDRICH,R2A_RUF3_11,Neobacillus 2,Polluted,,,Herbicide,,129,43.27415107
F7,2,PS2,1,PS2-Rep1,PS2-1-2-F7,F,7,BROMOXYNIL,45355-250MG,555637,SIGMA-ALDRICH,R2A_RUF3_11,Neobacillus 2,Polluted,,Nitrile herbicide,Herbicide,Broadleaf weeds,18,34.27023324
F8,2,PS2,1,PS2-Rep1,PS2-1-2-F8,F,8,PROFENOFOS,45632-250MG,555770,SIGMA-ALDRICH,R2A_RUF3_11,Neobacillus 2,Polluted,,Organophosphate,Insecticide,,124,43.27653103
F9,2,PS2,1,PS2-Rep1,PS2-1-2-F9,F,9,FLUFENACET,31718-100MG,555086,SIGMA-ALDRICH,R2A_RUF3_11,Neobacillus 2,Polluted,,Oxyacetanilide,Herbicide,,69,50.62077952
G1,2,PS2,1,PS2-Rep1,PS2-1-2-G1,G,1,PIRIMICARB,45627-250MG,555767,SIGMA-ALDRICH,R2A_RUF3_11,Neobacillus 2,Polluted,,Carbamate,Insecticide,Aphids,121,40.5670801
G10,2,PS2,1,PS2-Rep1,PS2-1-2-G10,G,10,CHLORDECON; KEPONE,45379-25MG,555650,SIGMA-ALDRICH,R2A_RUF3_11,Neobacillus 2,Polluted,,Organochlorine,Insecticide,,26,38.4742364
G11,2,PS2,1,PS2-Rep1,PS2-1-2-G11,G,11,CLOPYRALID ,36758-250MG,555542,SIGMA-ALDRICH,R2A_RUF3_11,Neobacillus 2,Polluted,,Picolinic acid,Herbicide,Broadleaf weeds,155,43.87732698
G12,2,PS2,1,PS2-Rep1,PS2-1-2-G12,G,12,DMSO,,153353,Roth,R2A_RUF3_11,Neobacillus 2,Polluted,NA,NA,NA,NA,NA,41.3516601
G2,2,PS2,1,PS2-Rep1,PS2-1-2-G2,G,2,CYMOXANIL,34326-100MG,555342,SIGMA-ALDRICH,R2A_RUF3_11,Neobacillus 2,Polluted,,Ureas,Fungicide,,38,48.01964392
G3,2,PS2,1,PS2-Rep1,PS2-1-2-G3,G,3,PYRIMETHANIL,31577-250MG,555062,SIGMA-ALDRICH,R2A_RUF3_11,Neobacillus 2,Polluted,,,Fungicide,,134,47.64366787
