Well,Plate,Library,Replica,LibRep,LibRepPlateWell,Row,Column,Compound,Supplier.order.no.,EMBL.CBCF.Id,Supplier,Strain,ID,Environment,Product..common.name.,Family,Target,Specific.Target,Chem.ID,AUC
B2,11,PS2,2,PS2-Rep2,PS2-2-11-B2,H,12,DMSO,,NA,,371,Rhizobium 1,Pristine,NA,NA,NA,NA,NA,13.2366575
B3,11,PS2,2,PS2-Rep2,PS2-2-11-B3,H,1,MYCLOBUTANIL,34360-100MG,555355,SIGMA-ALDRICH,371,Rhizobium 1,Pristine,,Triazole,Fungicide,,110,11.61169012
B4,11,PS2,2,PS2-Rep2,PS2-2-11-B4,H,2,DMSO,,153353,Roth,371,Rhizobium 1,Pristine,NA,NA,NA,NA,NA,12.79642095
B5,11,PS2,2,PS2-Rep2,PS2-2-11-B5,H,3,FENTHION,36552-250MG,473298,SIGMA-ALDRICH,371,Rhizobium 1,Pristine,,Organophosphate,Insecticide,,62,12.07082961
B6,11,PS2,2,PS2-Rep2,PS2-2-11-B6,H,4,SPIRODICLOFEN,33654-100MG-R,555259,SIGMA-ALDRICH,371,Rhizobium 1,Pristine,,,"Insecticide, Acaricide",,139,12.78871564
B7,11,PS2,2,PS2-Rep2,PS2-2-11-B7,H,5,MEPIQUAT CHLORIDE,36151-100MG,555977,SIGMA-ALDRICH,371,Rhizobium 1,Pristine,,,Plant Growth Regulator,,157,13.64710088
B8,11,PS2,2,PS2-Rep2,PS2-2-11-B8,H,6,METHAMIDOPHOS,33395-100MG,555242,SIGMA-ALDRICH,371,Rhizobium 1,Pristine,,Organophosphate,Insecticide,,103,16.31099365
B9,11,PS2,2,PS2-Rep2,PS2-2-11-B9,H,7,FLUOPYRAM,32462-50MG,555143,SIGMA-ALDRICH,371,Rhizobium 1,Pristine,,,Multi-target,"Fungicide, nematicide",72,13.16990014
C1,11,PS2,2,PS2-Rep2,PS2-2-11-C1,A,11,IMAZAMOX,34227-100MG,555327,SIGMA-ALDRICH,371,Rhizobium 1,Pristine,,,Herbicide,,84,12.18637007
C10,11,PS2,2,PS2-Rep2,PS2-2-11-C10,A,8,CHLORMEQUAT CHLORIDE,45387-250MG,555987,SIGMA-ALDRICH,371,Rhizobium 1,Pristine,,,Plant Growth Regulator,Adjuvant for herbicides by retarding their oxidative disposal by plants,156,12.77323375
C11,11,PS2,2,PS2-Rep2,PS2-2-11-C11,A,9,CYANTRANILIPROLE,32372-25MG,555122,SIGMA-ALDRICH,371,Rhizobium 1,Pristine,,Ryanoid,Insecticide,,36,12.0346571
C12,11,PS2,2,PS2-Rep2,PS2-2-11-C12,A,10,DIMETHOATE,45449-100MG,555694,SIGMA-ALDRICH,371,Rhizobium 1,Pristine,preparation B-58,Organophosphate,"Insecticide, Acaricide",,49,12.84734992
C2,11,PS2,2,PS2-Rep2,PS2-2-11-C2,A,12,DMSO,,153353,Roth,371,Rhizobium 1,Pristine,NA,NA,NA,NA,NA,11.86258457
C3,11,PS2,2,PS2-Rep2,PS2-2-11-C3,A,1,IPRODION,36132-100MG,555420,SIGMA-ALDRICH,371,Rhizobium 1,Pristine,,Hydantoin,Multi-target,"Fungicide, nematicide",88,12.29322938
C4,11,PS2,2,PS2-Rep2,PS2-2-11-C4,A,2,DMSO,,153353,Roth,371,Rhizobium 1,Pristine,NA,NA,NA,NA,NA,12.21231975
C5,11,PS2,2,PS2-Rep2,PS2-2-11-C5,A,3,MANCOZEB,45553-100MG,555993,SIGMA-ALDRICH,371,Rhizobium 1,Pristine,,Dithiocarbamate,Fungicide,,96,12.42175715
C6,11,PS2,2,PS2-Rep2,PS2-2-11-C6,A,4,FIPRONIL,46451-100MG,473525,SIGMA-ALDRICH,371,Rhizobium 1,Pristine,,Phenylpyrazole,Insecticide,,63,13.65602053
C7,11,PS2,2,PS2-Rep2,PS2-2-11-C7,A,5,METHOMYL,36159-100MG,555438,SIGMA-ALDRICH,371,Rhizobium 1,Pristine,,Carbamate,Insecticide,,104,15.12540168
C8,11,PS2,2,PS2-Rep2,PS2-2-11-C8,A,6,ATRAZINE,45330-250MG-R,555626,SIGMA-ALDRICH,371,Rhizobium 1,Pristine,,Triazine,Herbicide,Broadleaf and grassy weeds,11,12.89513927
C9,11,PS2,2,PS2-Rep2,PS2-2-11-C9,A,7,PROPANIL,45639-250MG,555777,SIGMA-ALDRICH,371,Rhizobium 1,Pristine,,,Herbicide,,127,11.62139312
D1,11,PS2,2,PS2-Rep2,PS2-2-11-D1,B,11,EPOXICONAZOLE,36848-100MG,555553,SIGMA-ALDRICH,371,Rhizobium 1,Pristine,,Azole,Fungicide,,53,13.47838328
D10,11,PS2,2,PS2-Rep2,PS2-2-11-D10,B,8,AZOXYSTROBIN,31697-100MG,555082,SIGMA-ALDRICH,371,Rhizobium 1,Pristine,Amistar,,Fungicide,,12,11.62061464
D11,11,PS2,2,PS2-Rep2,PS2-2-11-D11,B,9,SAFLUFENACIL,32435-100MG,555139,SIGMA-ALDRICH,371,Rhizobium 1,Pristine,,Pyrimidinedione,Herbicide,,137,12.5138624
D12,11,PS2,2,PS2-Rep2,PS2-2-11-D12,B,10,DMSO,,153353,Roth,371,Rhizobium 1,Pristine,NA,NA,NA,NA,NA,11.02609438
D2,11,PS2,2,PS2-Rep2,PS2-2-11-D2,B,12,PROPAMOCARB,45638-250MG,555776,SIGMA-ALDRICH,371,Rhizobium 1,Pristine,,,Fungicide,Oomycetes,126,12.60306402
D3,11,PS2,2,PS2-Rep2,PS2-2-11-D3,B,1,SULFUR,36576-250MG,555503,SIGMA-ALDRICH,371,Rhizobium 1,Pristine,,,Multi-target,"Insecticide, fungicide and rodenticide ",142,10.86044668
D4,11,PS2,2,PS2-Rep2,PS2-2-11-D4,B,2,IMIDACLOPRID,37894-100MG,447562,SIGMA-ALDRICH,371,Rhizobium 1,Pristine,,Neonicotinoid,Insecticide,,86,12.1563932
D5,11,PS2,2,PS2-Rep2,PS2-2-11-D5,B,3,CHLORPROPHAM,45393-250MG,446804,SIGMA-ALDRICH,371,Rhizobium 1,Pristine,CIPC,,Herbicide,,29,11.34623893
D6,11,PS2,2,PS2-Rep2,PS2-2-11-D6,B,4,CYPERMETHRIN (MIXTURE OF ISOMERS),36128-100MG,473433,SIGMA-ALDRICH,371,Rhizobium 1,Pristine,,Pyrethroid,Insecticide,,166,12.63905478
D7,11,PS2,2,PS2-Rep2,PS2-2-11-D7,B,5,DINOCAP (MIXTURE OF ISOMERS),45452-100MG,555697,SIGMA-ALDRICH,371,Rhizobium 1,Pristine,,,Fungicide,"Fungicide, Acaricide",98,13.35288127
D8,11,PS2,2,PS2-Rep2,PS2-2-11-D8,B,6,ABAMECTIN,31732-100MG,555088,SIGMA-ALDRICH,371,Rhizobium 1,Pristine,,Avermectin,Insecticide,"Insects, mites, nematodes",4,11.00849925
D9,11,PS2,2,PS2-Rep2,PS2-2-11-D9,B,7,METALAXYL-M,32808-100MG,555978,SIGMA-ALDRICH,371,Rhizobium 1,Pristine,,Acylalanine,Fungicide,,101,17.6026084
E1,11,PS2,2,PS2-Rep2,PS2-2-11-E1,C,11,GLYPHOSATE,45521-250MG,555744,SIGMA-ALDRICH,371,Rhizobium 1,Pristine,,Organophosphate,Herbicide,,79,12.629451
E10,11,PS2,2,PS2-Rep2,PS2-2-11-E10,C,8,FENPYROXIMATE,31684-100MG,555081,SIGMA-ALDRICH,371,Rhizobium 1,Pristine,,Pyrazoles,"Insecticide, Acaricide",,61,15.52178912
E11,11,PS2,2,PS2-Rep2,PS2-2-11-E11,C,9,PENTHIOPYRAD,32064-25MG,555109,SIGMA-ALDRICH,371,Rhizobium 1,Pristine,,,Fungicide,,116,0.79479788
E12,11,PS2,2,PS2-Rep2,PS2-2-11-E12,C,10,LAMBDA-CYHALOTHRIN,31058-100MG,555016,SIGMA-ALDRICH,371,Rhizobium 1,Pristine,,Pyrethroid,Insecticide,,93,13.27253907
E2,11,PS2,2,PS2-Rep2,PS2-2-11-E2,C,12,PROTHIOCONAZOLE,34232-100MG,555332,SIGMA-ALDRICH,371,Rhizobium 1,Pristine,,Triazole,Fungicide,,130,15.75078398
E3,11,PS2,2,PS2-Rep2,PS2-2-11-E3,C,1,BOSCALID,33875-100MG-R,555280,SIGMA-ALDRICH,371,Rhizobium 1,Pristine,,Carboximide ,Fungicide,,17,8.609902779
E4,11,PS2,2,PS2-Rep2,PS2-2-11-E4,C,2,empty,,NA,,371,Rhizobium 1,Pristine,NA,NA,NA,NA,NA,16.45991963
E5,11,PS2,2,PS2-Rep2,PS2-2-11-E5,C,3,DITHIANON,45462-250MG,555704,SIGMA-ALDRICH,371,Rhizobium 1,Pristine,,Naphthodithiin,Fungicide,,51,12.98216264
E6,11,PS2,2,PS2-Rep2,PS2-2-11-E6,C,4,METSULFURON-METHYL,46432-100MG,555908,SIGMA-ALDRICH,371,Rhizobium 1,Pristine,,Sulfonylurea,Herbicide,Broadleaf weeds,158,18.96891148
E7,11,PS2,2,PS2-Rep2,PS2-2-11-E7,C,5,DMSO,,153353,Roth,371,Rhizobium 1,Pristine,NA,NA,NA,NA,NA,12.30497276
E8,11,PS2,2,PS2-Rep2,PS2-2-11-E8,C,6,PENCONAZOL,36189-100MG,555463,SIGMA-ALDRICH,371,Rhizobium 1,Pristine,,Triazole,Fungicide,,114,12.20270537
E9,11,PS2,2,PS2-Rep2,PS2-2-11-E9,C,7,SPIROMESIFEN,33599-100MG,555257,SIGMA-ALDRICH,371,Rhizobium 1,Pristine,,,Insecticide,,140,11.95227273
F1,11,PS2,2,PS2-Rep2,PS2-2-11-F1,D,11,FENHEXAMID,31713-100MG,555084,SIGMA-ALDRICH,371,Rhizobium 1,Pristine,,Hydroxyanilide,Fungicide,,57,11.08614858
F10,11,PS2,2,PS2-Rep2,PS2-2-11-F10,D,8,CARBARYL,32055-250MG,473478,SIGMA-ALDRICH,371,Rhizobium 1,Pristine,,Carbamate,Insecticide,,22,11.65696569
F11,11,PS2,2,PS2-Rep2,PS2-2-11-F11,D,9,THIAMETHOXAM,37924-100MG-R,555602,SIGMA-ALDRICH,371,Rhizobium 1,Pristine,,Neonicotinoid,Insecticide,,146,13.1206834
F12,11,PS2,2,PS2-Rep2,PS2-2-11-F12,D,10,HALOXYFOP,45817-100MG,555917,SIGMA-ALDRICH,371,Rhizobium 1,Pristine,,Pyridine,Herbicide,,80,14.01416732
F2,11,PS2,2,PS2-Rep2,PS2-2-11-F2,D,12,BENTAZON,32052-250MG,555098,SIGMA-ALDRICH,371,Rhizobium 1,Pristine,,Thiadiazine,Herbicide,,14,14.61719637
F3,11,PS2,2,PS2-Rep2,PS2-2-11-F3,D,1,DMSO,,153353,Roth,371,Rhizobium 1,Pristine,NA,NA,NA,NA,NA,12.70150679
F4,11,PS2,2,PS2-Rep2,PS2-2-11-F4,D,2,NICOSULFURON,34210-100MG-R,555322,SIGMA-ALDRICH,371,Rhizobium 1,Pristine,,Sulfonylurea,Herbicide,,111,11.94377189
F5,11,PS2,2,PS2-Rep2,PS2-2-11-F5,D,3,FLUTRIAFOL,34344-100MG,555350,SIGMA-ALDRICH,371,Rhizobium 1,Pristine,,,Fungicide,,75,12.50088921
F6,11,PS2,2,PS2-Rep2,PS2-2-11-F6,D,4,EMAMECTIN BENZOATE,31733-250MG,555344,SIGMA-ALDRICH,371,Rhizobium 1,Pristine,,,Insecticide,,160,15.55338899
F7,11,PS2,2,PS2-Rep2,PS2-2-11-F7,D,5,THIACLOPRID,37905-100MG-R,555596,SIGMA-ALDRICH,371,Rhizobium 1,Pristine,,Neonicotinoid,Insecticide,,145,12.03713437
F8,11,PS2,2,PS2-Rep2,PS2-2-11-F8,D,6,QUINOXYFEN,46439-100MG,555911,SIGMA-ALDRICH,371,Rhizobium 1,Pristine,,Quinoline,Fungicide,,136,12.12664808
F9,11,PS2,2,PS2-Rep2,PS2-2-11-F9,D,7,DMSO,,153353,Roth,371,Rhizobium 1,Pristine,NA,NA,NA,NA,NA,12.25368409
G1,11,PS2,2,PS2-Rep2,PS2-2-11-G1,E,11,FORMETANATE HYDROCHLORIDE,45514-250MG,555991,SIGMA-ALDRICH,371,Rhizobium 1,Pristine,,,"Insecticide, Acaricide",,164,11.53926343
G10,11,PS2,2,PS2-Rep2,PS2-2-11-G10,E,8,DMSO,,153353,Roth,371,Rhizobium 1,Pristine,NA,NA,NA,NA,NA,11.77522105
G11,11,PS2,2,PS2-Rep2,PS2-2-11-G11,E,9,DIFLUBENZURON,45446-250MG,474291,SIGMA-ALDRICH,371,Rhizobium 1,Pristine,,Benzoylurea,Insecticide,,46,13.58049097
G12,11,PS2,2,PS2-Rep2,PS2-2-11-G12,E,10,METHOXYFENOZIDE,32507-50MG,555157,SIGMA-ALDRICH,371,Rhizobium 1,Pristine,,,Insecticide,,105,11.47635774
G2,11,PS2,2,PS2-Rep2,PS2-2-11-G2,E,12,PROMETRYN,45636-50MG,555774,SIGMA-ALDRICH,371,Rhizobium 1,Pristine,,Triazine,Herbicide,,125,11.82859552
G3,11,PS2,2,PS2-Rep2,PS2-2-11-G3,E,1,THIOPHANATE-METHYL,45688-250MG,473576,SIGMA-ALDRICH,371,Rhizobium 1,Pristine,,,Fungicide,,147,12.84618916
G4,11,PS2,2,PS2-Rep2,PS2-2-11-G4,E,2,HEXYTHIAZOX,33365-100MG,555220,SIGMA-ALDRICH,371,Rhizobium 1,Pristine,,,"Insecticide, Acaricide","Mites, mite eggs",82,12.6073333
G5,11,PS2,2,PS2-Rep2,PS2-2-11-G5,E,3,FOMESAFEN,46325-100MG-R,555898,SIGMA-ALDRICH,371,Rhizobium 1,Pristine,,Nitrophenyl ether,Herbicide,,78,11.80093589
G6,11,PS2,2,PS2-Rep2,PS2-2-11-G6,E,4,FLUXAPYROXAD,37047-100MG,555568,SIGMA-ALDRICH,371,Rhizobium 1,Pristine,,Pyrazole-carboxamide,Fungicide,,76,3.989763991
G7,11,PS2,2,PS2-Rep2,PS2-2-11-G7,E,5,FENOBUCARB,45488-250MG,555725,SIGMA-ALDRICH,371,Rhizobium 1,Pristine,BPMC,Carbamate,Insecticide,Hemiptera,58,12.31237676
G8,11,PS2,2,PS2-Rep2,PS2-2-11-G8,E,6,FLUAZINAM,34095-100MG,555307,SIGMA-ALDRICH,371,Rhizobium 1,Pristine,,Diarylamine,Fungicide,,66,0.071291408
G9,11,PS2,2,PS2-Rep2,PS2-2-11-G9,E,7,CHLORPYRIPHOS-METHYL,45396-250MG,555657,SIGMA-ALDRICH,371,Rhizobium 1,Pristine,,Organophosphate,Insecticide,"Insects, worms",31,12.31648727
H1,11,PS2,2,PS2-Rep2,PS2-2-11-H1,F,11,DIAZINON,45428-250MG,473296,SIGMA-ALDRICH,371,Rhizobium 1,Pristine,,Organophosphate,Insecticide,"Cockroaches, silverfish, ants, and fleas",42,10.16885788
H10,11,PS2,2,PS2-Rep2,PS2-2-11-H10,F,8,PROFENOFOS,45632-250MG,555770,SIGMA-ALDRICH,371,Rhizobium 1,Pristine,,Organophosphate,Insecticide,,124,12.8483534
H11,11,PS2,2,PS2-Rep2,PS2-2-11-H11,F,9,FLUFENACET,31718-100MG,555086,SIGMA-ALDRICH,371,Rhizobium 1,Pristine,,Oxyacetanilide,Herbicide,,69,11.48517808
H12,11,PS2,2,PS2-Rep2,PS2-2-11-H12,F,10,FLUDIOXONIL,46102-100MG-R,555877,SIGMA-ALDRICH,371,Rhizobium 1,Pristine,,,Fungicide,,68,12.63431825
H2,11,PS2,2,PS2-Rep2,PS2-2-11-H2,F,12,METAMITRON,36154-100MG,555434,SIGMA-ALDRICH,371,Rhizobium 1,Pristine,,Triazinone,Herbicide,,102,16.37267289
H3,11,PS2,2,PS2-Rep2,PS2-2-11-H3,F,1,2-HYDROXYBIPHENYL,45529-250MG,555747,SIGMA-ALDRICH,371,Rhizobium 1,Pristine,"2-Phenylphenol, Dowicide, Torsite, Fungal, Preventol, Nipacide",,Fungicide,,2,13.90738768
H4,11,PS2,2,PS2-Rep2,PS2-2-11-H4,F,2,DICHLOROPHEN,35992-250MG,473309,SIGMA-ALDRICH,371,Rhizobium 1,Pristine,,,Multi-target,"Fungicide, herbicide, bactericide, algicide, anticestodal",44,0.112604909
H5,11,PS2,2,PS2-Rep2,PS2-2-11-H5,F,3,CHLOROTHALONIL,36791-250MG,474361,SIGMA-ALDRICH,371,Rhizobium 1,Pristine,"Bravo, Echo, and Daconil",,Fungicide,,28,2.020987747
H6,11,PS2,2,PS2-Rep2,PS2-2-11-H6,F,4,DMSO,,153353,Roth,371,Rhizobium 1,Pristine,NA,NA,NA,NA,NA,12.76739761
H7,11,PS2,2,PS2-Rep2,PS2-2-11-H7,F,5,AMITRAZ; NSC 324552,45323-250MG,472932,SIGMA-ALDRICH,371,Rhizobium 1,Pristine,,,"Insecticide, Acaricide",mites,10,11.53647149
H8,11,PS2,2,PS2-Rep2,PS2-2-11-H8,F,6,PROSULFOCARB,31141-250MG,555023,SIGMA-ALDRICH,371,Rhizobium 1,Pristine,,,Herbicide,,129,12.76341294
H9,11,PS2,2,PS2-Rep2,PS2-2-11-H9,F,7,BROMOXYNIL,45355-250MG,555637,SIGMA-ALDRICH,371,Rhizobium 1,Pristine,,Nitrile herbicide,Herbicide,Broadleaf weeds,18,11.9701109
A1,11,PS1,3,PS1-Rep3,PS1-3-11-A1,F,10,LINDAN,45548-250MG,473227,SIGMA-ALDRICH,371,Rhizobium 1,Pristine,,Organochlorine,Insecticide,,152,12.81209375
A10,11,PS1,3,PS1-Rep3,PS1-3-11-A10,F,7,THIENCARBAZONE-METHYL,32721-100MG,555185,SIGMA-ALDRICH,371,Rhizobium 1,Pristine,,,Herbicide,Broadleaf and grassy weeds,153,14.09692814
A11,11,PS1,3,PS1-Rep3,PS1-3-11-A11,F,8,ISOPROTHIOLANE,76547-50MG,555939,SIGMA-ALDRICH,371,Rhizobium 1,Pristine,,,Multi-target,"Insecticide, Fungicide",90,14.19561948
A12,11,PS1,3,PS1-Rep3,PS1-3-11-A12,F,9,FLUMIOXAZIN,32525-100MG,555165,SIGMA-ALDRICH,371,Rhizobium 1,Pristine,,,Herbicide,,70,14.77616481
A2,11,PS1,3,PS1-Rep3,PS1-3-11-A2,F,11,CLOTHIANIDIN,33589-100MG,555256,SIGMA-ALDRICH,371,Rhizobium 1,Pristine,,Neonicotinoid,Insecticide,,35,13.76127028
A3,11,PS1,3,PS1-Rep3,PS1-3-11-A3,F,12,BIXAFEN,32581-100MG,555172,SIGMA-ALDRICH,371,Rhizobium 1,Pristine,,Pyrazoles,Fungicide,,16,3.121028089
A4,11,PS1,3,PS1-Rep3,PS1-3-11-A4,F,1,ETONFENPROX,34094-100MG,555306,SIGMA-ALDRICH,371,Rhizobium 1,Pristine,,Pyrethroid,Insecticide,,54,13.65227874
A5,11,PS1,3,PS1-Rep3,PS1-3-11-A5,F,2,BUPROFEZIN,37886-100MG,555584,SIGMA-ALDRICH,371,Rhizobium 1,Pristine,,,Insecticide,"mealybugs, leafhoppers and whitefly",20,16.28779163
A6,11,PS1,3,PS1-Rep3,PS1-3-11-A6,F,3,METALAXYL,32012-100MG,555092,SIGMA-ALDRICH,371,Rhizobium 1,Pristine,,Acylalanine,Fungicide,,100,16.18189397
A7,11,PS1,3,PS1-Rep3,PS1-3-11-A7,F,4,DMSO,,153353,Roth,371,Rhizobium 1,Pristine,NA,NA,NA,NA,NA,14.48842466
A8,11,PS1,3,PS1-Rep3,PS1-3-11-A8,F,5,FLUOPICOLIDE,41132-100MG,555605,SIGMA-ALDRICH,371,Rhizobium 1,Pristine,,Acylpicolide,Fungicide,,71,14.3072953
A9,11,PS1,3,PS1-Rep3,PS1-3-11-A9,F,6,SPINOSAD (MIXTURE OF SPINOSYN A UND D),33706-50MG,555050,SIGMA-ALDRICH,371,Rhizobium 1,Pristine,,,Insecticide,,138,13.86595389
B1,11,PS1,3,PS1-Rep3,PS1-3-11-B1,G,10,FLONICAMID,32509-25MG,555159,SIGMA-ALDRICH,371,Rhizobium 1,Pristine,,Pyridine,Insecticide,"aphids, whiteflies, and thrips",64,15.04333324
B10,11,PS1,3,PS1-Rep3,PS1-3-11-B10,G,7,CHLORFENAPYR,37913-100MG-R,555599,SIGMA-ALDRICH,371,Rhizobium 1,Pristine,,Halogenated pyrroles,Pro-insecticide,,27,14.70501001
B11,11,PS1,3,PS1-Rep3,PS1-3-11-B11,G,8,MONOSULTAP,32811-100MG,555192,SIGMA-ALDRICH,371,Rhizobium 1,Pristine,,,Insecticide,,109,15.31931603
B12,11,PS1,3,PS1-Rep3,PS1-3-11-B12,G,9,WARFARIN; COUMAFENE,45706-250MG-R,472403,SIGMA-ALDRICH,371,Rhizobium 1,Pristine,,,Rodenticide,,168,12.9874175
B2,11,PS1,3,PS1-Rep3,PS1-3-11-B2,G,11,CLOSANTEL,34093-100MG,472872,SIGMA-ALDRICH,371,Rhizobium 1,Pristine,,Halogenated salicylanilide ,Parasiticide,"Flukes, nematodes, arthropods",34,7.599349163
B3,11,PS1,3,PS1-Rep3,PS1-3-11-B3,G,12,DMSO,,153353,Roth,371,Rhizobium 1,Pristine,NA,NA,NA,NA,NA,16.21246903
B4,11,PS1,3,PS1-Rep3,PS1-3-11-B4,G,1,DICHLORVOS; DDVP,45441-250MG,473224,SIGMA-ALDRICH,371,Rhizobium 1,Pristine,,Organophosphate,Insecticide,,163,14.52629644
B5,11,PS1,3,PS1-Rep3,PS1-3-11-B5,G,2,LINURON,36141-100MG,555426,SIGMA-ALDRICH,371,Rhizobium 1,Pristine,,Ureas,Herbicide,,94,13.74222992
B6,11,PS1,3,PS1-Rep3,PS1-3-11-B6,G,3,AMETOCTRADIN,32461-50MG,555142,SIGMA-ALDRICH,371,Rhizobium 1,Pristine,,Triazolopyrimidine,Fungicide,"Blight, downey mildew",9,15.1707524
B7,11,PS1,3,PS1-Rep3,PS1-3-11-B7,G,4,CYPROCONAZOL (MIXTURE OF DIASTEREOISOMER),46068-100MG,555874,SIGMA-ALDRICH,371,Rhizobium 1,Pristine,,Azole,Fungicide,,39,15.39368326
B8,11,PS1,3,PS1-Rep3,PS1-3-11-B8,G,5,MANDIPROPAMID,32805-100MG,555190,SIGMA-ALDRICH,371,Rhizobium 1,Pristine,,Mandelamide ,Fungicide,,97,14.82962666
B9,11,PS1,3,PS1-Rep3,PS1-3-11-B9,G,6,DINOTEFURAN,32499-50MG,555151,SIGMA-ALDRICH,371,Rhizobium 1,Pristine,,Neonicotinoid,Insecticide,,50,14.71180437
C1,11,PS1,3,PS1-Rep3,PS1-3-11-C1,H,10,TEBUCONAZOLE,32013-250MG,555093,SIGMA-ALDRICH,371,Rhizobium 1,Pristine,,Triazole,Fungicide,,143,14.90210453
C10,11,PS1,3,PS1-Rep3,PS1-3-11-C10,H,7,DIMETHOMORPH (MIXTURE OF E AND Z ISOMERS),46027-100MG,555863,SIGMA-ALDRICH,371,Rhizobium 1,Pristine,,,Fungicide,Mildew and Root Rot,165,14.53122689
C11,11,PS1,3,PS1-Rep3,PS1-3-11-C11,H,8,FLUPYRADIFURONE,37050-100MG,555570,SIGMA-ALDRICH,371,Rhizobium 1,Pristine,,Butenolide,Insecticide,,73,14.89276606
C12,11,PS1,3,PS1-Rep3,PS1-3-11-C12,H,9,OXYFLUORFEN,35031-100MG,555377,SIGMA-ALDRICH,371,Rhizobium 1,Pristine,"Goal, Galigan",,Herbicide,Broadleaf and grassy weeds,113,14.59437276
C2,11,PS1,3,PS1-Rep3,PS1-3-11-C2,H,11,PINOXADEN,32821-25MG,555194,SIGMA-ALDRICH,371,Rhizobium 1,Pristine,,Phenylpyrazolin,Herbicide,Grasses,119,13.48577428
C3,11,PS1,3,PS1-Rep3,PS1-3-11-C3,H,12,empty,,NA,,371,Rhizobium 1,Pristine,NA,NA,NA,NA,NA,15.6885016
C4,11,PS1,3,PS1-Rep3,PS1-3-11-C4,H,1,FENBUCONAZOL,31654-100MG,555073,SIGMA-ALDRICH,371,Rhizobium 1,Pristine,,Triazole,Fungicide,,56,13.9408727
C5,11,PS1,3,PS1-Rep3,PS1-3-11-C5,H,2,DMSO,,153353,Roth,371,Rhizobium 1,Pristine,NA,NA,NA,NA,NA,14.3305591
C6,11,PS1,3,PS1-Rep3,PS1-3-11-C6,H,3,FENPROPATHRIN,31223-250MG,555028,SIGMA-ALDRICH,371,Rhizobium 1,Pristine,"Danitol, Meothrin, Tame",Pyrethroid,Insecticide,,60,14.37087179
C7,11,PS1,3,PS1-Rep3,PS1-3-11-C7,H,4,METRIBUZIN,36165-100MG,555443,SIGMA-ALDRICH,371,Rhizobium 1,Pristine,,,Herbicide,,107,15.01399595
C8,11,PS1,3,PS1-Rep3,PS1-3-11-C8,H,5,MESOTRION,33855-100MG-R,555273,SIGMA-ALDRICH,371,Rhizobium 1,Pristine,"Callisto, Tenacity",,Herbicide,,99,15.62090767
C9,11,PS1,3,PS1-Rep3,PS1-3-11-C9,H,6,IMAZALIL,32007-100MG,420997,SIGMA-ALDRICH,371,Rhizobium 1,Pristine,"Freshgard, Fungaflor, and Nuzone",,Fungicide,,83,14.27734257
D1,11,PS1,3,PS1-Rep3,PS1-3-11-D1,A,10,PROPICONAZOLE,45642-250MG,555780,SIGMA-ALDRICH,371,Rhizobium 1,Pristine,,Triazole,Fungicide,,128,16.14737689
D10,11,PS1,3,PS1-Rep3,PS1-3-11-D10,A,7,INDOXACARB,33969-25MG-R,555290,SIGMA-ALDRICH,371,Rhizobium 1,Pristine,,Oxadiazine,Insecticide,Lepidoptera ,87,14.31745395
D11,11,PS1,3,PS1-Rep3,PS1-3-11-D11,A,8,TRIFLOXYSTROBIN,46447-100MG,555913,SIGMA-ALDRICH,371,Rhizobium 1,Pristine,,Strobilurin,Fungicide,,150,14.97083481
D12,11,PS1,3,PS1-Rep3,PS1-3-11-D12,A,9,ACETOCHLOR,33379-100MG,555230,SIGMA-ALDRICH,371,Rhizobium 1,Pristine,"Acenit, Keystone, Guardian, Harness, Relay, Sacemid, Surpass, Top-Hand, Trophy and Winner",Chloroacetanilides,Herbicide,,7,13.87408256
D2,11,PS1,3,PS1-Rep3,PS1-3-11-D2,A,11,NOVALURON,32419-25MG,555131,SIGMA-ALDRICH,371,Rhizobium 1,Pristine,,Benzoylurea,Insecticide,,112,13.84152134
D3,11,PS1,3,PS1-Rep3,PS1-3-11-D3,A,12,DMSO,,153353,Roth,371,Rhizobium 1,Pristine,NA,NA,NA,NA,NA,15.24954503
D4,11,PS1,3,PS1-Rep3,PS1-3-11-D4,A,1,THIABENDAZOLE,45684-250MG,420656,SIGMA-ALDRICH,371,Rhizobium 1,Pristine,TBZ,,Multi-target,"Fungicide, Parasiticide",144,13.70849736
D5,11,PS1,3,PS1-Rep3,PS1-3-11-D5,A,2,DMSO,,153353,Roth,371,Rhizobium 1,Pristine,NA,NA,NA,NA,NA,14.63345498
D6,11,PS1,3,PS1-Rep3,PS1-3-11-D6,A,3,BIFENTHRIN,34314-100MG,555338,SIGMA-ALDRICH,371,Rhizobium 1,Pristine,,Pyrethroid,Insecticide,,92,14.89836807
D7,11,PS1,3,PS1-Rep3,PS1-3-11-D7,A,4,CAPTAN,32054-250MG,474245,SIGMA-ALDRICH,371,Rhizobium 1,Pristine,,Phthalimide,Fungicide,,21,0.977454057
D8,11,PS1,3,PS1-Rep3,PS1-3-11-D8,A,5,PIRIMIPHOS-METHYL,32058-250MG,555104,SIGMA-ALDRICH,371,Rhizobium 1,Pristine,,Phosphorothioate,Insecticide,,122,15.2631385
D9,11,PS1,3,PS1-Rep3,PS1-3-11-D9,A,6,FLUROXYPYR,45758-100MG-R,555837,SIGMA-ALDRICH,371,Rhizobium 1,Pristine,,Auxin,Herbicide,,74,14.70332436
